id	intended_politeness	ilp_paraphrase	greedy_paraphrase	retrieval_paraphrase	receiver	text
20690873.855.98666	-1.1941244190056528	so what are you talking about ? please what pov are you accusing me of actually attempting to insert into the article ?	what are you talking about ? what pov are you actually accusing me of attempting to insert into the article ?	hi , what are you talking about ? what pov are you accusing me of attempting to insert into the article ?	average	What the heck are you talking about? What POV are you accusing me of attempting to insert into the article?
325536467.0.0	-0.801955912245886	really calm down . and i only did it once so how can you tell me to stop linking ?	ok , calm down . honestly , i only did it once so how can you tell me to stop linking ?	really calm down . i only did it once so how can you tell me to stop linking ?	average	OK, calm down. I only did it once so how the hell can you tell me to STOP linking?
156512876.49.49	-1.1941244190056528	and how blinding does the jervis bay nuclear power plant ( australia ) actually get included when it ' s only ever been proposed ? !	how blinding does the jervis bay nuclear power plant ( australia ) actually get included when it ' s only ever been proposed ? !	how blinding does the jervis bay nuclear power plant ( australia ) get included when it ' s only ever been proposed ? !	average	How the blinding HECK does the Jervis Bay Nuclear Power Plant (Australia) get included when it's only ever been PROPOSED?!
156935122.798.0	-1.1941244190056528	and what is a graham cracker ? ? please ( 16 january 2007 )	what is a graham cracker ? ? ( 16 january 2007 )	and what is a graham cracker ? ? ( 16 january 2007 )	average	what the heck is a graham cracker??   (16 January 2007)
157484488.13448.13448	-1.1941244190056528	so i ' m really not talking about guildwiki , i was talking about guildwarswiki , which is a big difference .	i ' m really not talking about guildwiki , i was talking about guildwarswiki , which is a big difference .	hi , i ' m not talking about guildwiki , i was talking about guildwarswiki , which is a big difference .	average	Wtf? I'm not talking about Guildwiki, I was talking about GuildWarsWiki, which is a big difference.
158307555.566.672	-1.43903202676894	i ' m really not gay but he is just a sexy beast for that age . how does he do it ? < unk >	i ' m not really gay but he is a sexy beast for that age . how does he do it ? <unk>	i 'm not gay but he is a sexy beast for that age . how does he do it ? —	average	I'm not gay but he is a damn sexy beast for that age. How does he do it? —
159498616.33366.33366	-1.1941244190056528	and actually , what ? the ps3 and 360 boxart is exactly the same . please i see no need to change the boxart .	actually , what ? the ps3 and 360 boxart is exactly the same . i see no need to change the boxart .	what ? the ps3 and 360 boxart is exactly the same . please i see no need to change the boxart .	average	What the hell? The PS3 and 360 boxart is exactly the same. I see no need to change the boxart.
162791059.34645.34633	-1.1941244190056528	and actually , when you can , go online , i gotta tell you what happened today lmao . funniest shit ever . -	when you can , go online , i gotta tell you what really happened today lmao . funniest shit ever . -	when you can , go online , i gotta tell you what happened today lmao . funniest shit ever . -	average	When you can, go online, I GOTTA tell you what the fuck happened today lmao. Funniest shit ever. -
163133602.23.23	-1.43903202676894	who actually added this ? and where is the source of this information ! ? please	who actually added this ? and where is the source of this information ! ?	who added this ? and where is the source of this information ! ?	average	Who the bloody hell added this? And where is the source of this information!?
163247881.641.641	-1.1941244190056528	and what ! ! ! ! that is my ip address , are all the administrators on this stupid or something ! ? !	what ! ! that is my ip address , are all the administrators on this stupid or something ! ? !	what ! ! that is my ip address , are all the administrators on this stupid or something ! ? !	average	WHAT THE HELL!! THAT IS MY IP ADDRESS, ARE ALL THE ADMINISTRATORS ON THIS STUPID OR SOMETHING!?!
165171970.1256.2874	-1.1941244190056528	and why didn ' t i think of that ? please p i second that barnstar , really definitely ! love ,	why didn ' t i think of that ? p i second that barnstar , really definitely ! love ,	why didn ' t i think of that ? p i second that barnstar , really definitely ! love ,	average	Jeez, why didn't I think of that? P I second that barnstar, definitely! Love,
166093404.8382.8382	-1.1941244190056528	and what ! ! ! ? manowar is actually the definative american power metal band !	what ! ! ? manowar is actually the definative american power metal band !	what ! ! ? manowar is actually the definative american power metal band !	average	WHAT THE HELL!!? Manowar is the definative American power metal band!
168502539.35.9656	-1.1941244190056528	and what is this ? ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !	what is this ? ! ! ! ! find some adom / roguelike forum , do not really ask for tips / spoilers here ! ! !	what is this ? ? ? ! ! ! find some adom / roguelike forum , do not ask for tips / spoilers here ! ! !	average	What the hell is this???!!! Find some ADOM/roguelike forum, do not ask for tips/spoilers here!!!
175144652.26131.26131	-1.797355134575724	actually , just removing the text that was added in that revision took care of it . but still , what happened ?	actually , removing the text that was added in that revision took care of it . but still , what happened ?	actually , removing the text that was added in that revision took care of it . still , what happened ?	average	Actually, removing the text that was added in that revision took care of it. But still, what the hell happened?
176046798.12500.12474	-1.1941244190056528	please ! and surely why the article lapa church was deleted ? ! -	surely why the article lapa church was deleted ? ! -	why the article lapa church was deleted ? please ! -	average	why the hell the article Lapa Church was deleted?! -
176717.59.59	-1.1941244190056528	"- awww . . . no "" fun "" ? and i thought wikipedia was really fun ."	"- awww . . . no "" fun "" ? i thought wikipedia was really fun ."	"- awww . . . no "" fun "" ? i thought wikipedia was really fun ."	average	"-Awww.... no ""Fun""?  I thought Wikipedia was fun.  Damn."
182267954.387.387	-1.1941244190056528	"but when / where was the first summernats ? please why is it actually called summernats ? is a "" nat "" ?"	"actually , when / where was the first summernats ? why is it called summernats ? is a "" nat "" ?"	"when / where was the first summernats ? why is it called summernats ? is a "" nat "" ?"	average	"When/where was the first Summernats? Why is it called Summernats? WTF is a ""nat""?"
182458740.0.0	-1.1941244190056528	and how is shocker allowed and not fisheye ? ? please i thought wikipedia really didnt judge ( . . . sad day .	how is shocker allowed and not fisheye ? ? i thought wikipedia really dont judge ( . . . sad day .	how is shocker allowed and not fisheye ? ? i thought wikipedia did nt judge   ( ... sad day .	average	how the hell is shocker allowed and not fisheye?? I thought wikipedia didnt judge  ( ... sad day.
184606545.5809.5809	-1.43903202676894	who actually edited my post ? and just changed gamefaqs to ebaums world ? please	who actually edited my post ? and changed gamefaqs to ebaums world ?	who edited my post ? changed gamefaqs to ebaums world ?	average	Who the hell edited my post? And changed Gamefaqs to ebaums world?
188166904.22899.22899	-1.1941244190056528	please ignore my ignorance bue what actually does the q and the i stand for in lgbtqi ? . . xd	ignore my ignorance bue what actually does the q and the i stand for in lgbtqi ? . . xd	so ignore my ignorance bue what does the q and the i stand for in lgbtqi ? . . xd	average	Ignore my ignorance bue what the hell does the Q and the I stand for in LGBTQI? .. XD
188620129.773.4794	-1.1941244190056528	so way to post relevant shit and let people know what you ' re going on about . . . .	way to post relevant shit and let people know what you ' re going on about . . . .	way to post relevant shit and let people know what you 're going on about ....	average	wtf? way to post relevant shit and let people know what the hell you're going on about....
193445084.1671.6670	-1.1941244190056528	charcarth ? ? who is charcarth ? and i really need a name people can spell right . . . - )	charcarth ? ? who is charcarth ? i really need a name people can spell right . . . - )	charcarth ? ? who is charcarth ? i really need a name people can spell right . . . - )	average	Charcarth??? Who the hell is CHARCARTH? I need a name people can spell right... -)
